         NOMBRE DE TORNEO,FECHA,       BUY IN,TOTAL PAGADO,ITM,    POSICIÓN,TOTAL PLAYERS,      PREMIO,TIPO,JUGADORES POR MESA,Mesa Final,CIEGAS INICIALES,TIEMPO POR NIVEL DE CIEGA (MINS),REGISTRO TARDIO (MINS),CIEGAS AL CIERRE DE BURBUJA
MINI THUNDER 20K E GTD,22/04/2025,"10,00 €","10,00 €",NO,1331,4329,"0,00 €",MYSTERY,8,-1323,62,8,92,0
MYSTERY FEVER,22/04/2025,"5,00 €","5,00 €",NO,264,874,"0,00 €",MYSTERY,8,-256,12,8,1,0
SUPER NOVA,22/04/2025,"10,00 €","10,00 €",NO,1332,5162,"2,00 €",PKO,6,-1326,100,6,90,0
MONSTER STACK,22/04/2025,"10,00 €","10,00 €",SI,32,793,"28,35 €",NORMAL,6,-26,40,8,34,43
BIG MYSTERY,22/04/2025,"5,00 €","10,00 €",NO,1321,1982,"0,00 €",MYSTERY,6,-1315,83,9,105,0
BOUNTY BUILDER,22/04/2025,"10,00 €","10,00 €",NO,633,913,"2,25 €",PKO,6,-627,100,8,95,0
MYSTERY FEVER,22/04/2025,"5,00 €","5,00 €",NO,711,1219,"0,00 €",MYSTERY,8,-703,50,8,75,0
SUPER NOVA,23/04/2025,"10,00 €","10,00 €",NO,1932,4932,"0,00 €",PKO,6,-1926,62,6,54,0
TIEMPO DE JUEGO,23/04/2025,"5,00 €","5,00 €",NO,1192,1594,"0,00 €",PKO,6,-1186,100,5,70,0
BOUNTY BUILDER,23/04/2025,"10,00 €","10,00 €",NO,439,736,"2,25 €",PKO,6,-433,100,8,95,0
BIG MYSTERY,23/04/2025,"5,00 €","5,00 €",NO,731,1223,"0,00 €",MYSTERY,6,-725,50,9,81,0
MYSTERY KO,23/04/2025,"10,00 €","10,00 €",NO,248,1170,"0,00 €",MYSTERY,6,-242,100,6,82,0
MYSTERY FEVER,23/04/2025,"5,00 €","5,00 €",SI,46,894,"48,01 €",MYSTERY,8,-38,71,8,92,77
QUANTUM,23/04/2025,"5,00 €","5,00 €",NO,1774,4810,"3,75 €",PKO,6,-1768,100,5,44,0
TRIDENT SPACE KO,25/04/2025,"5,00 €","5,00 €",SI,76,1674,"18,41 €",SPIN & GO - PKO,3,-73,25,2,20,52
MYSTERY FEVER,27/04/2025,"10,00 €","10,00 €",NO,559,1321,"0,00 €",MYSTERY,8,-551,20,8,25,0
CLASH,27/04/2025,"20,00 €","20,00 €",NO,78,212,"0,00 €",PKO,6,-72,40,5,25,0
SUNDAY MINI,27/04/2025,"5,00 €","5,00 €",NO,419,982,"0,00 €",NORMAL,9,-410,50,8,75,0
MONSTER STACK,27/04/2025,"10,00 €","20,00 €",NO,260,577,"0,00 €",NORMAL,6,-254,50,8,47,0
FRENETIK MYSTERY,27/04/2025,"10,00 €","10,00 €",NO,52,112,"0,00 €",MYSTERY,6,-46,15,3,11,0
MYSTERY EXPRESS,27/04/2025,"5,00 €","5,00 €",NO,121,162,"0,00 €",MYSTERY,6,-115,100,3,0,0
MYSTERY FEVER,27/04/2025,"10,00 €","10,00 €",NO,544,767,"0,00 €",MYSTERY,8,-536,35,5,30,0
COSMIC,27/04/2025,"10,00 €","10,00 €",NO,3432,5344,"0,00 €",PKO,6,-3426,35,4,18,0
MYSTERY KO,27/04/2025,"5,00 €","5,00 €",NO,176,1003,"0,00 €",MYSTERY,6,-170,70,3,19,0
ULTRA KO,27/04/2025,"20,00 €","20,00 €",NO,132,284,"0,00 €",PKO,6,-126,200,5,70,0
ENIGMA,28/04/2025,"20,00 €","20,00 €",NO,132,234,"0,00 €",MYSTERY,6,-126,100,10,133,0
KO PROGRESIVO 2000 E GTD,28/04/2025,"10,00 €","10,00 €",SI,27,321,"21,68 €",PKO,6,-21,83,10,102,1
SAMURAI,28/04/2025,"5,00 €","5,00 €",SI,72,886,"9,27 €",PKO,6,-66,100,5,45,1
MM GIGA STACK,28/04/2025,"10,00 €","10,00 €",NO,875,1675,"0,00 €",MYSTERY,6,-869,208,8,137,0
MM ALTERNATING BLINDS,28/04/2025,"10,00 €","10,00 €",NO,637,1232,"0,00 €",PKO,9,-628,100,7,121,0
LES LOLOUS ,28/04/2025,"5,00 €","5,00 €",NO,1023,1812,"0,00 €",MYSTERY,6,-1017,100,5,38,0
NINJA,28/04/2025,"10,00 €","10,00 €",NO,271,722,"0,00 €",PKO,6,-265,66,6,62,0
BIG MYSTERY,28/04/2025,"5,00 €","5,00 €",NO,444,827,"0,00 €",MYSTERY,6,-438,56,6,71,0
PAYBACK,28/04/2025,"10,00 €","10,00 €",NO,232,542,"0,00 €",PKO,6,-226,32,4,25,0
MYSTERY KO,28/04/2025,"5,00 €","5,00 €",NO,342,744,"0,00 €",MYSTERY,6,-336,23,3,26,0
MYSTERY FEVER,28/04/2025,"10,00 €","10,00 €",NO,109,291,"0,00 €",MYSTERY,8,-101,25,5,21,0
MIDNIGHT EXPRESS,28/04/2025,"20,00 €","20,00 €",NO,66,91,"0,00 €",NORMAL,8,-58,250,3,30,0
MYSTERY FEVER,29/04/2025,"20,00 €","20,00 €",NO,111,210,"0,00 €",MYSTERY,8,-103,62,8,85,0
KO PROGRESIVO,29/04/2025,"10,00 €","10,00 €",NO,101,201,"0,00 €",PKO,6,-95,200,10,145,0
ASTEROID,29/04/2025,"5,00 €","5,00 €",NO,443,549,"0,00 €",PKO,6,-437,100,6,76,0
METEOR,29/04/2025,"10,00 €","10,00 €",NO,321,1005,"3,50 €",PKO,6,-315,100,6,90,0
MYSTERY FEVER,29/04/2025,"10,00 €","10,00 €",SI,102,600,"15,94 €",MYSTERY,8,-94,125,8,110,8
BALL TRAP,29/04/2025,"10,00 €","10,00 €",NO,116,268,"0,00 €",PKO,6,-110,100,5,70,0
KO PROGRESIVO,29/04/2025,"10,00 €","10,00 €",NO,189,299,"2,25 €",PKO,6,-183,125,10,121,0
MYSTERY KO,29/04/2025,"10,00 €","10,00 €",NO,717,1932,"0,00 €",MYSTERY,6,-711,100,8,105,0
ENIGMA,29/04/2025,"20,00 €","40,00 €",SI,55,571,"40,38 €",MYSTERY,6,-49,62,10,102,50
CYBER,29/04/2025,"10,00 €","10,00 €",NO,844,2725,"1,00 €",PKO,6,-838,100,8,100,0
GUERRILLA,29/04/2025,"5,00 €","5,00 €",SI,36,1752,"16,54 €",PKO,6,-30,100,5,66,46
MM ROYAL RUMBLE,29/04/2025,"10,00 €","10,00 €",NO,1929,2932,"0,00 €",PKO,7,-1922,200,7,140,0
MM BANKROLL ,29/04/2025,"5,00 €","5,00 €",NO,349,1232,"0,00 €",NORMAL,9,-340,35,8,50,0
SUPER NOVA,29/04/2025,"10,00 €","10,00 €",NO,3422,4321,"0,00 €",PKO,6,-3416,100,6,70,0
LES LOLOUS ,29/04/2025,"5,00 €","5,00 €",NO,544,784,"0,00 €",MYSTERY,6,-538,80,5,46,0
MM BIG MYSTERY,29/04/2025,"10,00 €","10,00 €",NO ,1127,4920,"0,00 €",MYSTERY,6,-1121,41,8,51,0
ENIGMA,6/05/2025,"20,00 €","20,00 €",NO,129,640,"0,00 €",MYSTERY,6,-123,100,10,131,0
SAMURAI,6/05/2025,"5,00 €","10,00 €",NO,2821,4493,"0,00 €",PKO,6,-2815,100,5,60,0
CYBER,6/05/2025,"10,00 €","10,00 €",NO,6533,7632,"0,00 €",PKO,6,-6527,100,8,110,0
MM BOUNTY HERO,6/05/2025,"5,00 €","10,00 €",NO,1291,3220,"0,00 €",PKO,8,-1283,100,10,155,0
GUERRILLA,6/05/2025,"5,00 €","5,00 €",NO,554,2027,"1,69 €",PKO,6,-548,80,5,42,0
MYSTERY KO,6/05/2025,"5,00 €","5,00 €",NO,232,1097,"0,00 €",MYSTERY,6,-226,65,7,40,0
MONSTER STACK,6/05/2025,"5,00 €","5,00 €",NO,245,827,"0,00 €",NORMAL,6,-239,43,8,60,0
MM DEEPSTACK,6/05/2025,"10,00 €","10,00 €",NO,321,1321,"0,00 €",NORMAL,9,-312,40,10,73,0
MYSTERY KO,6/05/2025,"5,00 €","5,00 €",NO,110,859,"0,00 €",MYSTERY,6,-104,100,3,41,0
BIG MYSTERY,6/05/2025,"5,00 €","5,00 €",SI,34,2210,"27,53 €",MYSTERY,6,-28,35,9,52,71
BOUNTY HUNTERS,7/05/2025,"2,20 €","2,20 €",SI,2,562,"94,00 €",PKO,8,6,50,8,75,54
MYSTERY FEVER,7/05/2025,"5,00 €","5,00 €",NO,132,233,"0,00 €",MYSTERY,8,-124,34,8,37,0
MYSTEYR KO,7/05/2025,"5,00 €","5,00 €",NO,321,674,"0,00 €",MYSTERY,6,-315,89,8,42,0
ENIGMA,7/05/2025,"20,00 €","20,00 €",SI,88,605,"34,52 €",MYSTERY,6,-82,50,10,93,2
BOUNTY HUNTERS,7/05/2025,"4,76 €","4,76 €",NO,3221,12212,"0,00 €",PKO,8,-3213,35,10,51,0
BOUNTY HUNTERS,7/05/2025,"13,22 €","13,22 €",NO,1676,4345,"6,18 €",PKO,8,-1668,81,10,133,0
WARM UP,7/05/2025,"22,00 €","22,00 €",NO,1432,2323,"0,00 €",PKO,8,-1424,45,10,85,0
DAILY,7/05/2025,"8,82 €","8,82 €",NO,4392,5595,"0,00 €",NORMAL,8,-4384,32,10,99,0
MYSTERY KO,9/05/2025,"10,00 €","10,00 €",SI,2,896,"593,74 €",MYSTERY,6,4,22,3,11,7
MM MYSTERY,12/05/2025,"20,00 €","9,50 €",NO,654,1323,"0,00 €",MYSTERY,8,-646,50,8,80,0
MM DEEPSTACK,12/05/2025,"5,00 €","5,00 €",SI,71,1675,"19,57 €",NORMAL,6,-65,15,7,23,7
MYSTERY KO,12/05/2025,"10,00 €","10,00 €",NO,756,1323,"0,00 €",MYSTERY,6,-750,27,6,22,0
LES LOLOUS ,12/05/2025,"5,00 €","5,00 €",NO,239,1317,"0,00 €",MYSTERY,6,-233,100,5,64,0
NINJA,12/05/2025,"10,00 €","10,00 €",NO,422,1100,"0,00 €",PKO,6,-416,100,5,69,0
MONSTER STACK,13/05/2025,"10,00 €","10,00 €",NO,156,483,"0,00 €",NORMAL,6,-150,40,8,43,0
KO PROGRESIVO 3000 E GTD,13/05/2025,"10,00 €","10,00 €",NO,221,654,"0,00 €",PKO,6,-215,166,10,131,0
SAMURAI,13/05/2025,"5,00 €","5,00 €",NO,239,1304,"4,52 €",PKO,6,-233,100,5,75,0
ENIGMA,13/05/2025,"20,00 €","20,00 €",NO,121,665,"0,00 €",MYSTERY,6,-115,100,10,148,0
CYBER,13/05/2025,"10,00 €","10,00 €",NO,3321,3995,"0,00 €",PKO,6,-3315,100,8,120,0
MYSTERY KO,13/05/2025,"10,00 €","10,00 €",SI,104,963,"15,03 €",MYSTERY,6,-98,28,8,23,24
GUERRILLA,13/05/2025,"5,00 €","5,00 €",NO,1113,4312,"3,39 €",PKO,6,-1107,100,5,45,0
MEGA MYSTERY,13/05/2025,"10,00 €","10,00 €",NO,872,1685,"0,00 €",MYSTERY,6,-866,50,9,72,0
MINI THUNDER,13/05/2025,"10,00 €","10,00 €",NO,776,1114,"0,00 €",MYSTERY,8,-768,100,8,121,0
SAMURAI,15/05/2025,"5,00 €","5,00 €",NO,1231,2344,"0,00 €",PKO,6,-1225,70,5,42,0
MYSTERY KO,15/05/2025,"10,00 €","10,00 €",NO,233,825,"0,00 €",MYSTERY,6,-227,80,8,90,0
ENIGMA,15/05/2025,"20,00 €","40,00 €",NO,122,639,"0,00 €",MYSTERY,6,-116,62,10,110,0
KO PROGRESIVO 3000 E GTD,15/05/2025,"10,00 €","10,00 €",NO,332,542,"2,25 €",PKO,6,-326,50,10,80,0
MEGA MYSTERY,15/05/2025,"5,00 €","5,00 €",NO,544,987,"0,00 €",MYSTERY,6,-538,50,9,90,0
CYBER,15/05/2025,"10,00 €","10,00 €",NO,676,3432,"7,00 €",PKO,6,-670,100,8,124,0
MINITHUNDER,15/05/2025,"10,00 €","10,00 €",NO,343,1548,"5,63 €",PKO,8,-335,166,8,140,0
MONSTER STACK,15/05/2025,"10,00 €","10,00 €",NO,253,780,"0,00 €",NORMAL,6,-247,100,8,80,0
BOUNTY BUILDER,15/05/2025,"5,00 €","5,00 €",SI,17,317,"25,69 €",PKO,6,-11,35,5,29,40
MYSTERY KO,15/05/2025,"5,00 €","5,00 €",SI,89,976,"8,34 €",MYSTERY,6,-83,25,3,16,4
MEGA MYSTERY,15/05/2025,"5,00 €","5,00 €",NO,299,2325,"4,01 €",MYSTERY,6,-293,20,9,22,0
CYGNUS,15/05/2025,"5,00 €","5,00 €",NO,1211,3421,"0,00 €",PKO,6,-1205,100,3,35,0
MYSTERY FEVER,15/05/2025,"10,00 €","10,00 €",NO,431,788,"0,00 €",MYSTERY,8,-423,29,5,28,0
MYSTERY FLASH,15/05/2025,"5,00 €","5,00 €",SI,6,296,"61,78 €",MYSTERY,6,0,10,3,1,26
MEGA MYSTERY,18/05/2025,"10,00 €","10,00 €",NO,897,1543,"0,00 €",MYSTERY,6,-891,30,9,45,0
MINI THUNDER,18/05/2025,"10,00 €","20,00 €",SI,260,1610,"9,71 €",PKO,8,-252,166,8,135,19
MONSTER STACK,18/05/2025,"5,00 €","5,00 €",NO,166,752,"0,00 €",NORMAL,8,-158,50,8,31,0
GUERRILLA,18/05/2025,"5,00 €","5,00 €",NO,566,1732,"0,00 €",PKO,6,-560,50,5,31,0
MYSTERY FEVER,18/05/2025,"5,00 €","5,00 €",NO,574,1998,"0,00 €",MYSTERY,8,-566,32,8,45,0
CYBER,18/05/2025,"10,00 €","10,00 €",NO,3212,4531,"0,00 €",PKO,6,-3206,51,7,45,0
MYSTERY KO,18/05/2025,"5,00 €","5,00 €",NO,284,1869,"0,00 €",MYSTERY,6,-278,100,7,75,0
BOUNTY BUILDER,18/05/2025,"5,00 €","5,00 €",NO,821,1654,"0,00 €",PKO,6,-815,32,8,43,0
SNIPER,18/05/2025,"5,00 €","5,00 €",NO,983,2321,"1,13 €",PKO,6,-977,41,2,21,0
MINI THUNDER,19/05/2025,"10,00 €","20,00 €",NO,653,1876,"0,00 €",PKO,8,-645,61,8,100,0
MONSTER STACK,19/05/2025,"10,00 €","20,00 €",NO,432,1232,"0,00 €",NORMAL,6,-426,41,7,50,0
MYSTERY KO,19/05/2025,"5,00 €","5,00 €",NO,871,2302,"0,00 €",MYSTERY,6,-865,50,7,40,0
MYSTERY FEVER,19/05/2025,"5,00 €","5,00 €",SI,101,750,"8,05 €",MYSTERY,8,-93,15,8,9,5
MEGA MYSTERY,19/05/2025,"5,00 €","5,00 €",NO,884,3061,"4,00 €",MYSTERY,6,-878,71,9,100,0
BOUNTY BUILDER,19/05/2025,"10,00 €","10,00 €",NO,762,991,"0,00 €",PKO,6,-756,100,8,112,0
ATOM,19/05/2025,"5,00 €","5,00 €",SI,214,6374,"14,10 €",PKO,6,-208,100,6,51,74
MYSTERY KO,19/05/2025,"5,00 €","5,00 €",NO,200,575,"0,00 €",MYSTERY,6,-194,35,6,60,0
LES LOLOUS ,19/05/2025,"5,00 €","5,00 €",NO,819,1654,"0,00 €",MYSTERY,6,-813,57,5,35,0
MYSTERY FEVER,19/05/2025,"5,00 €","5,00 €",NO,1123,2342,"0,00 €",MYSTERY,8,-1115,16,8,15,0
