         NOMBRE DE TORNEO,FECHA,       BUY IN,TOTAL PAGADO,ITM,    POSICIÓN,TOTAL PLAYERS,      PREMIO,TIPO,JUGADORES POR MESA,Mesa Final,CIEGAS INICIALES,TIEMPO POR NIVEL DE CIEGA (MINS),REGISTRO TARDIO (MINS),CIEGAS AL CIERRE DE BURBUJA
ESCOOP MINI ELIMINATOR,19/11/2024,"10,00 €","10,00 €",NO,1960,3754,"0,00 €",PKO,6,-1954,200,10,185,0
MYSTERY KO,19/11/2024,"5,00 €","5,00 €",NO,691,2769,"0,00 €",MYSTERY,6,-685,50,7,31,0
SECOOP BOUNTY STARS,19/11/2024,"10,00 €","10,00 €",NO,864,1021,"0,00 €",PKO,6,-858,100,8,117,0
MYSTERY KO,19/11/2024,"5,00 €","5,00 €",NO,624,1977,"0,00 €",MYSTERY,6,-618,80,3,23,0
BOUNTY BUILDER 1000 GTD,19/11/2024,"5,00 €","5,00 €",SI,78,509,"6,80 €",PKO,6,-72,40,5,37,6
MINI HOT STACK,20/11/2024,"5,00 €","5,00 €",SI,56,984,"19,64 €",NORMAL,9,-47,40,5,23,6
ESCOOP GIGA STACK,20/11/2024,"10,00 €","10,00 €",NO,590,2426,"0,00 €",NORMAL,9,-581,31,8,48,0
BOUNTY BUILDER 1000 GTD,20/11/2024,"5,00 €","5,00 €",SI,68,493,"5,53 €",PKO,6,-62,100,5,75,11
MINI HOT STACK,20/11/2024,"5,00 €","5,00 €",NO,438,981,"0,00 €",NORMAL,9,-429,41,5,32,0
MYSTERY KO,21/11/2024,"5,00 €","5,00 €",SI,192,1879,"7,52 €",MYSTERY,6,-186,100,3,36,5
BOUNTY BUILDER 1000 GTD,21/11/2024,"5,00 €","5,00 €",NO,203,717,"2,82 €",PKO,6,-197,66,5,47,0
KO PROGRESIVO 500 E GTD,22/11/2024,"3,00 €","3,00 €",SI,7,196,"18,66 €",PKO,9,2,100,8,57,29
FAST FOOD,22/11/2024,"5,00 €","5,00 €",NO,480,1321,"0,00 €",PKO,8,-472,100,2,31,0
MYSTERY KO,22/11/2024,"2,00 €","2,00 €",NO,90,502,"0,00 €",MYSTERY,6,-84,100,3,39,0
SUNDAY MINI,24/11/2024,"5,00 €","5,00 €",NO,673,1220,"0,00 €",PKO,9,-664,125,10,112,0
ESCOOP SAT,24/11/2024,"1,00 €","1,00 €",NO,26,112,"0,00 €",SAT,8,-18,33,5,20,0
ESCOOP SAT,24/11/2024,"1,25 €","1,25 €",SI,1,48,"0,00 €",SAT,8,7,33,5,20,0
ESCOOP SAT,24/11/2024,"1,00 €","1,00 €",NO,66,112,"0,00 €",SAT,8,-58,50,5,21,0
ESCOOP SAT,24/11/2024,"5,00 €","5,00 €",NO,22,108,"0,00 €",SAT,8,-14,100,5,25,0
ESCOOP SAT,24/11/2024,"2,00 €","2,00 €",NO,89,149,"0,00 €",SAT,8,-81,100,5,30,0
SECOOP HALF PRICE,24/11/2024,"25,00 €","0,00 €",NO,1980,2932,"0,00 €",PKO,8,-1972,200,10,185,0
MYSTERY FEVER 7500 E GTD,24/11/2024,"5,00 €","5,00 €",NO,672,1432,"0,00 €",MYSTERY,8,-664,100,10,105,0
SECOOP SAT,24/11/2024,"1,00 €","1,00 €",NO,68,107,"0,00 €",SAT,8,-60,33,5,20,0
SECOOP SAT,24/11/2024,"2,00 €","2,00 €",NO,73,89,"0,00 €",SAT,8,-65,33,5,20,0
MYSTERY KO,24/11/2024,"5,00 €","5,00 €",NO,783,1211,"0,00 €",MYSTERY,6,-777,80,7,61,0
MONSTER STACK,24/11/2024,"5,00 €","5,00 €",NO,643,1921,"0,00 €",NORMAL,6,-637,80,8,84,0
ESCOOP SAT,24/11/2024,"4,00 €","4,00 €",NO,67,192,"0,00 €",SAT,8,-59,16,5,12,0
MYSTERY FEVER 10000 E GTD,24/11/2024,"5,00 €","5,00 €",SI,434,2688,"8,05 €",MYSTERY,8,-426,125,8,120,7
MINI PRIME TIME,24/11/2024,"5,00 €","5,00 €",NO,2121,4345,"0,00 €",PKO,6,-2115,100,6,102,0
MYSTERY KO,24/11/2024,"5,00 €","5,00 €",SI,33,1392,"42,47 €",MYSTERY,8,-25,80,6,52,15
SECOOP ROYAL RUMBLE,24/11/2024,"10,00 €","10,00 €",SI,60,5886,"60,24 €",PKO,7,-53,125,10,148,82
MYSTERY KO,26/11/2024,"5,00 €","5,00 €",NO,1186,2012,"0,00 €",MYSTERY,6,-1180,100,7,77,0
MINI THUNDER 30000 E GTD,26/11/2024,"10,00 €","10,00 €",NO,2211,4875,"0,00 €",MYSTERY,8,-2203,100,8,124,0
COCKTAIL,26/11/2024,"5,00 €","5,00 €",NO,155,342,"0,00 €",NORMAL,6,-149,100,8,110,0
BOUNTY BUILDER 5000E GTD,26/11/2024,"10,00 €","10,00 €",NO,134,666,"13,51 €",PKO,6,-128,100,8,123,0
MYSTERY FEVER 10000 E GTD,26/11/2024,"5,00 €","5,00 €",NO,566,2112,"0,00 €",MYSTERY,8,-558,71,8,97,0
MYSTERY FEVER 4000 E GTD,27/11/2024,"5,00 €","5,00 €",NO,480,1221,"0,00 €",MYSTERY,6,-474,31,8,41,0
KO PROGRESIVO 1000 E GTD,27/11/2024,"5,00 €","5,00 €",NO,130,220,"0,00 €",PKO,9,-121,100,5,40,0
NOCHE BLANCA,27/11/2024,"5,00 €","5,00 €",NO,409,1247,"0,00 €",PKO,6,-403,100,5,60,0
SUPERSTACK 1500,27/11/2024,"5,00 €","5,00 €",NO,75,310,"0,00 €",NORMAL,6,-69,50,5,43,0
SUPER STACK 1500 E GTD,28/11/2024,"5,00 €","5,00 €",NO,288,492,"0,00 €",NORMAL,6,-282,24,5,28,0
KO PROGRESIVO 1000 E GTD,28/11/2024,"5,00 €","5,00 €",NO,129,211,"0,00 €",PKO,6,-123,100,5,42,0
MYSTERY KO,28/11/2024,"5,00 €","5,00 €",SI,116,930,"7,50 €",MYSTERY,6,-110,35,3,9,0
NIGHT CLUB,4/12/2024,"10,00 €","10,00 €",NO,459,1960,"0,00 €",PKO,6,-453,100,3,15,0
DEMENTES,4/12/2024,"5,00 €","5,00 €",NO,34,231,"0,00 €",NORMAL,7,-27,8,2,5,0
MYSTERY KO,4/12/2024,"5,00 €","5,00 €",SI,48,759,"9,04 €",MYSTERY,6,-42,40,7,31,26
FAST FOOD,4/12/2024,"5,00 €","5,00 €",NO,743,1943,"0,00 €",PKO,8,-735,100,2,30,0
KO PROGRESIVO 500 E GTD,4/12/2024,"3,00 €","3,00 €",NO,72,92,"0,00 €",PKO,9,-63,100,8,55,0
SUPERSTACK 750 E GTD,4/12/2024,"5,00 €","5,00 €",NO,55,199,"0,00 €",NORMAL,6,-49,35,10,52,0
DEMENTES,5/12/2024,"5,00 €","5,00 €",NO,1209,1675,"0,00 €",PKO,6,-1203,100,5,61,0
MYSTERY FEVER 5000 GTD,5/12/2024,"5,00 €","10,00 €",SI,92,1228,"13,18 €",MYSTERY,8,-84,70,8,91,16
BALL TRAP,5/12/2024,"10,00 €","10,00 €",SI,72,599,"16,85 €",PKO,6,-66,100,5,51,8
MICRO MILLION SOPHOM,5/12/2024,"10,00 €","10,00 €",NO,1092,2312,"0,00 €",NORMAL,6,-1086,16,7,24,0
MM GIGASTACK,5/12/2024,"5,00 €","5,00 €",NO,732,4122,"0,00 €",PKO,8,-724,64,6,61,0
MYSTERY KO,5/12/2024,"5,00 €","5,00 €",SI,149,2308,"8,74 €",MYSTERY,6,-143,57,3,16,7
MINI HOT STACK,5/12/2024,"5,00 €","5,00 €",NO,392,881,"0,00 €",NORMAL,9,-383,166,5,60,0
NIGHT CLUB,6/12/2024,"10,00 €","10,00 €",NO,642,722,"2,25 €",PKO,6,-636,66,2,15,0
BOUNTY BUILDER 3000 GTD,6/12/2024,"10,00 €","10,00 €",NO,382,692,"0,00 €",PKO,6,-376,65,5,30,0
MYSTERY KO,6/12/2024,"10,00 €","10,00 €",SI,2,727,"554,77 €",MYSTERY,6,4,25,4,3,71
MYSTERY FEVER 7500,6/12/2024,"10,00 €","10,00 €",SI,64,985,"21,15 €",MYSTERY,8,-56,31,8,44,23
MM GIGASTACK,6/12/2024,"5,00 €","5,00 €",NO,2121,4032,"0,00 €",MYSTERY,9,-2112,83,8,96,0
MONSTER STACK,6/12/2024,"10,00 €","10,00 €",NO,174,1089,"0,00 €",NORMAL,6,-168,40,8,41,0
MM THE SOPHOMORE,6/12/2024,"10,00 €","10,00 €",SI,31,1431,"50,17 €",NORMAL,6,-25,200,8,140,7
MYSTERY KO,6/12/2024,"5,00 €","5,00 €",SI,137,1260,"7,51 €",MYSTERY,8,-129,100,6,90,3
MM BOUNTY HERO,6/12/2024,"5,00 €","10,00 €",NO,774,2943,"1,69 €",PKO,8,-766,100,8,126,0
MM GIGA STACK,9/12/2024,"5,00 €","5,00 €",NO,1090,2111,"0,00 €",MYSTERY,9,-1081,62,8,74,0
MM BOUNTY HERO,9/12/2024,"10,00 €","10,00 €",NO,1601,5432,"2,25 €",PKO,8,-1593,100,8,154,0
MYSTERY KO,9/12/2024,"5,00 €","5,00 €",NO,1021,2454,"0,00 €",MYSTERY,6,-1015,100,7,82,0
MM THE SOPHOMORE,9/12/2024,"10,00 €","20,00 €",NO ,2012,4322,"0,00 €",NORMAL,6,-2006,125,10,121,0
MYSTERY KO,9/12/2024,"5,00 €","5,00 €",NO,556,1238,"0,00 €",MYSTERY,8,-548,100,6,60,0
MYSTERY FEVER 6000 GTD,9/12/2024,"5,00 €","10,00 €",NO,765,2111,"0,00 €",MYSTERY,8,-757,125,8,120,0
TORNADO,9/12/2024,"10,00 €","10,00 €",NO,670,933,"0,00 €",PKO,6,-664,45,5,38,0
MM BUBBLE FLUSH,9/12/2024,"5,00 €","5,00 €",NO,713,1114,"0,00 €",NORMAL,9,-704,166,5,90,0
MYSTERY KO,10/12/2024,"10,00 €","10,00 €",NO,321,1032,"0,00 €",MYSTERY,6,-315,100,4,62,0
SUPER STACK 2000 E GTD,10/12/2024,"5,00 €","5,00 €",NO,132,342,"0,00 €",NORMAL,6,-126,28,10,21,0
MYSTERY FEVER 7500 GTD,10/12/2024,"10,00 €","10,00 €",NO,256,1021,"0,00 €",MYSTERY,8,-248,71,8,90,0
LE TOTEM ,10/12/2024,"5,00 €","5,00 €",NO,290,738,"0,00 €",NORMAL,6,-284,100,5,60,0
MYSTERY FEVER 7500 GTD,10/12/2024,"5,00 €","5,00 €",SI,201,1391,"8,02 €",MYSTERY,8,-193,20,8,16,6
MM BOUNTY HERO,10/12/2024,"10,00 €","10,00 €",NO,645,2921,"2,25 €",PKO,8,-637,100,6,80,0
SUPER STACK 3000 E GTD,11/12/2024,"5,00 €","5,00 €",NO,349,680,"0,00 €",NORMAL,6,-343,35,10,45,0
MYSTERY FEVER 5000 GTD,11/12/2024,"5,00 €","5,00 €",NO,564,1076,"0,00 €",MYSTERY,8,-556,50,8,75,0
MM GIGA STACK,11/12/2024,"5,00 €","10,00 €",SI,175,4439,"26,19 €",MYSTERY,9,-166,208,8,145,60
MYSTERY KO,11/12/2024,"5,00 €","5,00 €",SI,137,2814,"10,17 €",MYSTERY,6,-131,100,7,92,40
BOUNTY BUILDER 1000 GTD,11/12/2024,"5,00 €","5,00 €",NO,191,284,"3,39 €",PKO,8,-183,100,8,105,0
MYSTERY KO,11/12/2024,"5,00 €","5,00 €",SI,86,2186,"220,47 €",MYSTERY,6,-80,28,3,5,31
MINI HOT STACK,11/12/2024,"5,00 €","5,00 €",NO,526,882,"0,00 €",NORMAL,9,-517,100,5,57,0
SUPER STACK 3000 E GTD,12/12/2024,"5,00 €","5,00 €",NO,432,933,"0,00 €",NORMAL,6,-426,125,10,120,0
MYSTERY FEVER 3000 GTD,12/12/2024,"5,00 €","5,00 €",NO,876,1543,"0,00 €",MYSTERY,8,-868,41,8,61,0
MYSTERY KO,12/12/2024,"5,00 €","5,00 €",NO,654,2076,"0,00 €",MYSTERY,6,-648,100,7,70,0
DESPERADO 3000E GTD,12/12/2024,"5,00 €","5,00 €",NO,444,876,"0,00 €",PKO,6,-438,100,6,74,0
MYSTERY KO,12/12/2024,"5,00 €","5,00 €",NO,395,1126,"0,00 €",MYSTERY,8,-387,100,6,65,0
MINI SWITCH,12/12/2024,"10,00 €","10,00 €",NO,171,915,"13,51 €",PKO,8,-163,100,7,95,0
MM THE ROOKIE,12/12/2024,"5,00 €","10,00 €",NO,994,2321,"0,00 €",NORMAL,6,-988,83,7,91,0
MYSTERY FEVER 6000 GTD,12/12/2024,"5,00 €","5,00 €",NO,530,1492,"0,00 €",MYSTERY,8,-522,100,8,112,0
MM THE SOPHOMORE,12/12/2024,"10,00 €","20,00 €",NO,495,1121,"0,00 €",NORMAL,9,-486,200,10,125,0
MM GIGA STACK,12/12/2024,"5,00 €","10,00 €",NO,583,2719,"1,13 €",PKO,8,-575,208,6,75,0
MYSTERY FEVER 9000 GTD,12/12/2024,"10,00 €","10,00 €",NO,286,945,"0,00 €",MYSTERY,8,-278,46,5,52,0
MYSTERY KO,12/12/2024,"5,00 €","5,00 €",NO,1112,2343,"0,00 €",MYSTERY,6,-1106,100,3,39,0
MINI HOT STACK,13/12/2024,"5,00 €","5,00 €",NO,483,767,"0,00 €",NORMAL,9,-474,35,5,19,0
FAST FOOD,13/12/2024,"5,00 €","5,00 €",SI,49,1044,"17,10 €",PKO,8,-41,64,2,20,20
MYSTERY KO,13/12/2024,"10,00 €","10,00 €",NO,235,654,"0,00 €",MYSTERY,6,-229,80,8,75,0
MYSTERY FEVER 3000 GTD,13/12/2024,"10,00 €","10,00 €",NO,129,288,"0,00 €",MYSTERY,6,-123,83,8,100,0
MYSTERY KO,13/12/2024,"5,00 €","5,00 €",SI,90,959,"7,54 €",MYSTERY,6,-84,100,7,94,11
MYSTERY FEVER 3000 GTD,13/12/2024,"5,00 €","5,00 €",SI,12,650,"57,22 €",MYSTERY,8,-4,62,8,82,23
MYSTERY KO,16/12/2024,"5,00 €","10,00 €",NO,321,556,"0,00 €",MYSTERY,6,-315,33,3,15,0
KO PROGRESIVO 1000 E GTD,16/12/2024,"5,00 €","5,00 €",NO,61,217,"1,13 €",PKO,6,-55,100,5,40,0
SUPERSTACK 2000 GTD,16/12/2024,"5,00 €","5,00 €",NO,182,377,"0,00 €",NORMAL,6,-176,23,5,23,0
MYSTERY FEVER 3000 GTD,16/12/2024,"5,00 €","5,00 €",NO,655,1432,"0,00 €",MYSTERY,8,-647,25,8,38,0
SUPER STACK 2000 E GTD,16/12/2024,"5,00 €","10,00 €",NO,321,500,"0,00 €",NORMAL,6,-315,83,10,98,0
DESPERADO 3000E GTD,16/12/2024,"5,00 €","5,00 €",NO,1096,1954,"0,00 €",PKO,6,-1090,67,6,52,0
MYSTERY KO,16/12/2024,"5,00 €","10,00 €",NO,290,948,"0,00 €",MYSTERY,6,-284,40,7,36,0
MM PHASE 1,16/12/2024,"10,00 €","10,00 €",NO,432,765,"0,00 €",PKO,6,-426,50,8,57,0
MYSTERY KO,16/12/2024,"5,00 €","5,00 €",SI,29,987,"14,78 €",MYSTERY,6,-23,100,5,57,15
MINI THUNDER 15000 GTD,16/12/2024,"10,00 €","20,00 €",NO,1321,3211,"0,00 €",PKO,8,-1313,83,8,112,0
MYSTERY KO,16/12/2024,"5,00 €","5,00 €",NO,1832,2032,"0,00 €",MYSTERY,6,-1826,80,7,65,0
MONSTER STACK,16/12/2024,"5,00 €","10,00 €",NO,343,962,"0,00 €",NORMAL,6,-337,81,8,86,0
COCKTAIL,16/12/2024,"5,00 €","5,00 €",NO,321,765,"0,00 €",NORMAL,6,-315,100,8,105,0
BOUNTY BUILDER 3000 GTD,16/12/2024,"10,00 €","10,00 €",NO,311,989,"2,25 €",PKO,6,-305,108,8,120,0
MYSTERY FEVER 7500 GTD,16/12/2024,"5,00 €","5,00 €",NO,654,1564,"0,00 €",MYSTERY,8,-646,125,8,114,0
MYSTERY FEVER 10000 E GTD,16/12/2024,"10,00 €","10,00 €",NO,833,1961,"0,00 €",MYSTERY,8,-825,25,8,26,0
BLAZE 4000 E GTD,16/12/2024,"20,00 €","20,00 €",NO,122,273,"4,50 €",PKO,6,-116,100,5,70,0
ROCKET,16/12/2024,"5,00 €","5,00 €",NO,332,882,"0,00 €",PKO,8,-324,100,2,40,0
MYSTERY KO,17/12/2024,"5,00 €","5,00 €",NO,333,989,"0,00 €",MYSTERY,6,-327,100,3,50,0
MYSTERY FEVER 5000 GTD,17/12/2024,"5,00 €","10,00 €",NO,303,1452,"0,00 €",MYSTERY,6,-297,11,8,7,0
MYSTERY KO,17/12/2024,"5,00 €","5,00 €",NO,443,878,"0,00 €",MYSTERY,6,-437,50,8,50,0
HIT AND RUN TICKET,17/12/2024,"2,00 €","2,00 €",NO,11,43,"0,00 €",SAT,8,-3,18,5,,0
COFFEE TIME,17/12/2024,"10,00 €","10,00 €",NO,201,1432,"2,25 €",PKO,6,-195,56,8,63,0
MYSTERY KO,17/12/2024,"5,00 €","5,00 €",no,102,799,"0,00 €",MYSTERY,6,-96,100,7,75,0
FAST FOOD,17/12/2024,"5,00 €","5,00 €",NO,888,1321,"0,00 €",PKO,8,-880,80,2,20,0
MYSTERY FEVER 2000 GTD,18/12/2024,"5,00 €","10,00 €",NO,321,877,"0,00 €",MYSTERY,8,-313,40,8,58,0
MYSTERY KO,18/12/2024,"5,00 €","10,00 €",NO,665,1232,"0,00 €",MYSTERY,6,-659,100,7,80,0
MYSTERY KO,18/12/2024,"10,00 €","10,00 €",SI,7,489,"73,30 €",MYSTERY,6,-1,100,8,95,28
MYSTERY FEVER 2500 GTD,18/12/2024,"10,00 €","10,00 €",NO,332,743,"0,00 €",MYSTERY,8,-324,41,8,64,0
MYSTERY FEVER 3000 GTD,18/12/2024,"10,00 €","10,00 €",SI,45,368,"17,92 €",MYSTERY,6,-39,62,8,82,19
MINI SWITCH,18/12/2024,"10,00 €","10,00 €",NO,332,678,"0,00 €",NORMAL,6,-326,56,7,50,0
MYSTERY KO WS,18/12/2024,"10,00 €","10,00 €",NO,1234,4321,"0,00 €",MYSTERY,6,-1228,64,6,45,0
MYSTERY FEVER 6000 GTD,18/12/2024,"5,00 €","5,00 €",NO,332,876,"0,00 €",MYSTERY,8,-324,62,8,72,0
BOUNTY NIGHT 5000 E GTD,18/12/2024,"10,00 €","10,00 €",NO,197,657,"4,50 €",PKO,8,-189,125,7,100,0
BIG BANG,18/12/2024,"5,00 €","5,00 €",SI,178,1603,"6,13 €",PKO,6,-172,100,6,106,25
NINJA,19/12/2024,"10,00 €","10,00 €",NO,666,1211,"0,00 €",PKO,6,-660,80,5,46,0
EL TOTEM,19/12/2024,"5,00 €","5,00 €",NO,332,729,"0,00 €",NORMAL,6,-326,80,5,46,0
MYSTERY FEVER 9000 GTD,19/12/2024,"10,00 €","10,00 €",SI,110,1314,"19,02 €",MYSTERY,8,-102,125,5,73,12
BOUNTY BUILDER 1000 GTD,19/12/2024,"5,00 €","5,00 €",NO,134,432,"3,39 €",PKO,6,-128,100,5,83,0
MYSTERY KO,19/12/2024,"5,00 €","5,00 €",NO,1037,2432,"0,00 €",MYSTERY,6,-1031,100,3,42,0
MINI HOT STACK,19/12/2024,"5,00 €","5,00 €",NO,541,887,"0,00 €",NORMAL,9,-532,61,5,41,0
MYSTERY FEVER 3000 GTD,20/12/2024,"10,00 €","10,00 €",NO,221,543,"0,00 €",MYSTERY,6,-215,41,8,60,0
MYSTERY KO,20/12/2024,"10,00 €","10,00 €",NO,158,493,"0,00 €",MYSTERY,6,-152,100,7,105,0
BOWLING,20/12/2024,"5,00 €","5,00 €",NO,676,2119,"0,00 €",PKO,6,-670,100,6,45,0
MYSTERY FEVER 3000 GTD,20/12/2024,"5,00 €","5,00 €",SI,90,760,"8,98 €",MYSTERY,8,-82,100,8,105,55
MONSTER STACK,20/12/2024,"5,00 €","5,00 €",SI,1,184,"207,25 €",NORMAL,6,5,20,8,1,23
SUPER STACK 5000 E GTD,22/12/2024,"5,00 €","10,00 €",NO,343,833,"0,00 €",NORMAL,6,-337,50,10,66,0
MYSTERY FEVER 10000 E GTD,22/12/2024,"5,00 €","10,00 €",NO,1043,2210,"0,00 €",MYSTERY,8,-1035,71,8,95,0
MONSTER STACK,22/12/2024,"5,00 €","5,00 €",SI,121,977,"7,49 €",NORMAL,8,-113,100,8,83,13
GUERRILLA,22/12/2024,"5,00 €","5,00 €",NO,999,1343,"0,00 €",PKO,6,-993,100,5,75,0
MINITHUNDER 10000 E GTD,22/12/2024,"10,00 €","10,00 €",NO,3221,4564,"0,00 €",PKO,8,-3213,200,8,150,0
MYSTERY KO,22/12/2024,"5,00 €","5,00 €",SI,243,4036,"14,68 €",MYSTERY,6,-237,100,7,105,38
MONSTER STACK,22/12/2024,"10,00 €","10,00 €",SI,147,1882,"15,75 €",NORMAL,6,-141,100,8,90,13
EL CLASICO 50000 E GTD,22/12/2024,"10,00 €","20,00 €",NO,1223,6543,"0,00 €",MYSTERY,9,-1214,100,6,135,0
TRIDENTE,22/12/2024,"5,00 €","5,00 €",SI,49,1823,"21,86 €",SPIN & GO - PKO,7,-42,12,2,4,14
EL TOTEM,22/12/2024,"5,00 €","5,00 €",NO,316,934,"0,00 €",NORMAL,6,-310,52,5,41,0
TRIDENTE,23/12/2024,"5,00 €","5,00 €",SI,37,820,"16,53 €",SPIN & GO - PKO,7,-30,25,2,15,73
SPACE KO,23/12/2024,"5,00 €","5,00 €",NO,723,1232,"0,00 €",PKO,6,-717,100,6,90,0
MYSTERY FEVER 5000 GTD,25/12/2024,"5,00 €","5,00 €",NO,544,1266,"0,00 €",MYSTERY,6,-538,25,8,32,0
MYSTERY KO,25/12/2024,"10,00 €","10,00 €",SI,134,2361,"35,77 €",MYSTERY,6,-128,100,3,46,18
SPACE KO,25/12/2024,"5,00 €","5,00 €",NO,732,2119,"0,00 €",PKO,6,-726,100,3,40,0
MINI HOT STACK,25/12/2024,"5,00 €","5,00 €",NO,268,869,"0,00 €",NORMAL,9,-259,83,5,48,0
SPACE KO,26/12/2024,"10,00 €","10,00 €",NO,195,1454,"17,40 €",PKO,6,-189,100,6,75,0
SUPER STACK 2000 E GTD,26/12/2024,"5,00 €","5,00 €",NO,565,1210,"0,00 €",NORMAL,6,-559,35,10,41,0
MYSTERY FEVER 6000 GTD,26/12/2024,"10,00 €","10,00 €",NO,1112,1911,"0,00 €",MYSTERY,8,-1104,125,8,116,0
TRIDENTE,28/12/2024,"5,00 €","5,00 €",NO,268,654,"1,13 €",SPIN & GO - PKO,7,-261,25,2,22,0
SPACE KO,29/12/2024,"5,00 €","5,00 €",NO,1843,2321,"0,00 €",PKO,6,-1837,100,6,68,0
SUPERSTACK 2500 E GTD,29/12/2024,"5,00 €","5,00 €",NO,654,887,"0,00 €",NORMAL,6,-648,62,10,75,0
KO PROGRESIVO 3000 E GTD,29/12/2024,"10,00 €","10,00 €",NO,158,832,"6,75 €",PKO,6,-152,160,10,132,0
SPACE KO,29/12/2024,"5,00 €","5,00 €",NO,1823,2122,"0,00 €",PKO,6,-1817,100,6,90,0
MYSTERY KO,29/12/2024,"5,00 €","5,00 €",NO,888,1212,"0,00 €",MYSTERY,6,-882,100,5,75,0
SUNDAY MINI 5000 E GTD,29/12/2024,"5,00 €","5,00 €",SI,31,1275,"27,66 €",NORMAL,9,-22,200,8,125,21
MYSTERY FEVER 5000 GTD,29/12/2024,"5,00 €","5,00 €",NO,1121,3345,"0,00 €",MYSTERY,8,-1113,125,8,116,0
SAMURAI,29/12/2024,"5,00 €","5,00 €",NO,765,2121,"0,00 €",PKO,6,-759,100,5,68,0
MYSTERY KO,29/12/2024,"10,00 €","10,00 €",NO,886,887,"0,00 €",MYSTERY,6,-880,100,8,125,0
SPACE KO,30/12/2024,"10,00 €","10,00 €",NO,541,669,"0,00 €",PKO,6,-535,100,6,80,0
MYSTERY FEVER 2000 GTD,30/12/2024,"10,00 €","10,00 €",NO,145,301,"0,00 €",MYSTERY,8,-137,100,8,107,0
SUPER STACK 500 E GTD,30/12/2024,"5,00 €","5,00 €",NO,221,343,"0,00 €",NORMAL,6,-215,41,10,42,0
MYSTERY KO,30/12/2024,"10,00 €","10,00 €",SI,7,377,"59,24 €",MYSTERY,6,-1,100,4,63,46
NEW YEAR SPACE KO,1/01/2025,"2,00 €","2,00 €",NO,6032,16543,"0,00 €",PKO,6,-6026,25,6,6,0
WINTER SERIES 74,1/01/2025,"10,00 €","10,00 €",NO,1321,2911,"5,63 €",PKO,8,-1313,100,6,99,0
NINJA,1/01/2025,"10,00 €","10,00 €",NO,428,2699,"7,20 €",PKO,6,-422,100,5,72,0
W SERIES 7 MARATHON,5/01/2025,"10,00 €","20,00 €",NO,2434,5653,"0,00 €",PKO,8,-2426,100,10,133,0
SUNDAY MINI,5/01/2025,"5,00 €","5,00 €",NO,605,1232,"0,00 €",NORMAL,9,-596,125,8,106,0
W SERIES SPACE KO,5/01/2025,"10,00 €","10,00 €",NO,4017,14019,"16,00 €",PKO,6,-4011,100,9,140,0
WINTER SERIES KO PRO,5/01/2025,"10,00 €","10,00 €",NO,2192,5439,"0,00 €",PKO,8,-2184,400,10,185,0
W SERIES KO,5/01/2025,"10,00 €","10,00 €",NO,2454,5654,"0,00 €",PKO,6,-2448,61,5,41,0
WINTER SERIES CANDY,5/01/2025,"10,00 €","10,00 €",NO,1232,3322,"0,00 €",NORMAL,8,-1224,125,6,72,0
W SERIES SPACE KO,5/01/2025,"10,00 €","10,00 €",SI,257,10813,"69,61 €",PKO,8,-249,100,4,41,60
MYSTERY KO,6/01/2025,"5,00 €","5,00 €",NO,654,876,"0,00 €",MYSTERY,6,-648,40,7,32,0
MYSTERY FEVER 2500 GTD,6/01/2025,"10,00 €","10,00 €",NO,102,232,"0,00 €",MYSTERY,8,-94,38,8,55,0
FAST FOOD,6/01/2025,"5,00 €","5,00 €",NO,954,1754,"0,00 €",PKO,8,-946,80,2,16,0
SPACE KO,6/01/2025,"10,00 €","10,00 €",NO,916,3321,"2,00 €",PKO,6,-910,100,8,102,0
MYSTERY FEVER 3000 GTD,6/01/2025,"10,00 €","10,00 €",SI,9,379,"68,29 €",MYSTERY,6,-3,71,8,90,65
TRIDENTE,6/01/2025,"5,00 €","5,00 €",NO,212,565,"0,00 €",SPIN & GO - PKO,7,-205,25,2,12,0
WINAMAX SERIES SPACE KO,6/01/2025,"5,00 €","5,00 €",NO,4322,9583,"0,00 €",PKO,6,-4316,100,6,66,0
W SERIES TRIDENT,6/01/2025,"10,00 €","20,00 €",NO,1211,3219,"0,00 €",SPIN & GO - PKO,7,-1204,25,2,45,0
MYSTERY KO,6/01/2025,"5,00 €","5,00 €",SI,77,1055,"8,73 €",MYSTERY,8,-69,100,6,60,11
WINTER SERIES BOUNTY,6/01/2025,"10,00 €","10,00 €",NO,4321,9876,"2,25 €",PKO,8,-4313,100,8,135,0
MYSTERY FEVER 3000 GTD,8/01/2025,"5,00 €","5,00 €",NO,180,810,"0,00 €",MYSTERY,8,-172,41,8,66,0
KO PROGRESIVO 2000 E GTD,8/01/2025,"10,00 €","10,00 €",NO,443,654,"0,00 €",PKO,9,-434,66,10,95,0
SUPER STACK 2000 E GTD,8/01/2025,"5,00 €","10,00 €",SI,89,531,"7,92 €",NORMAL,6,-83,125,10,115,35
KO PROGRESIVO 2000 E GTD,8/01/2025,"10,00 €","10,00 €",NO,432,931,"0,00 €",PKO,6,-426,166,10,135,0
MYSTERY KO,8/01/2025,"10,00 €","10,00 €",NO,307,1569,"0,00 €",MYSTERY,6,-301,33,6,21,0
WINAMAX SERIES MYSTERY,8/01/2025,"10,00 €","10,00 €",SI,426,8169,"23,31 €",MYSTERY,6,-420,100,4,57,32
